ID,Airport,Airline,Age,Gender,Nationality,TripPurpose,TripDuration,FlyingCompanion,ProvinceResidence,GroupTravel,NoTripsLastYear,FrequentFlightDestination1,FrequentFlightDestination2,FrequentFlightDestination3,FrequentFlightDestination4,FrequentFlightDestination5,FrequentFlightDestination6,FrequentFlightDestination7,Destination,TotalDepartureHr,DepartureTime,SeatClass,Airfare,NoTransport,ModeTransport,AccessCost,AccessTime,Occupation,MileageAirline,FrequentDestination1,FrequentDestination2,FrequentDestination3,FrequentDestination4,FrequentDestination5,FrequentDestination6,FrequentDestination7,MileageAirline1,MileageAirline2,MileageAirline3,MileageAirline4,MileageAirline5,Income
309,2,1,36,2,2,1,30,0,3,2,4,0,1,1,0,0,0,0,1,9.5,1,3,50,1,5,1650,40,12,5,0,1,1,0,0,0,0,0,0,0,0,1,8
310,2,4,29,2,1,1,4,1,1,2,3,0,0,1,0,0,0,0,2,12.67,2,1,45,2,1,5866,20,2,5,0,0,1,0,0,0,0,0,0,0,0,1,4
311,2,3,44,2,3,1,7,1,3,2,0,0,0,1,0,0,0,0,2,14.5,2,3,20,1,6,5100,60,2,5,0,0,1,0,0,0,0,0,0,0,0,1,1
312,2,4,25,2,1,3,90,0,3,2,5,0,1,1,0,0,0,0,2,12.67,2,1,50,1,1,7850,60,8,4,0,1,1,0,0,0,0,0,0,0,1,0,1
313,2,4,54,1,1,2,1,7,1,1,0,0,0,0,0,1,0,0,2,12.08,2,1,66,1,2,5866,32,5,5,0,0,0,0,1,0,0,0,0,0,0,1,8
315,2,3,27,2,5,1,3,2,3,2,2,0,0,0,0,0,1,0,3,11,1,1,45.54,1,6,7850,30,2,4,0,0,0,0,0,1,0,0,0,0,1,0,7
316,2,4,40,1,1,2,3,0,1,2,20,0,1,0,0,0,0,0,1,12,2,1,55.25,1,1,5866,15,5,1,0,1,0,0,0,0,0,1,0,0,0,0,2
317,2,1,74,2,1,1,3,13,3,1,0,0,1,0,0,0,0,0,1,16.5,2,1,48.05,1,9,7850,120,9,5,0,1,0,0,0,0,0,0,0,0,0,1,1
318,2,1,68,2,1,1,4,13,3,1,1,1,0,0,0,0,0,0,1,16.5,2,1,48.05,1,9,7850,120,9,5,1,0,0,0,0,0,0,0,0,0,0,1,1
319,2,3,60,2,1,3,5,0,8,1,12,0,0,1,0,0,0,0,2,16.67,2,1,19,1,2,12000,20,12,3,0,0,1,0,0,0,0,0,0,1,0,0,2
320,2,4,34,1,1,2,5,1,3,2,2,0,0,0,0,0,1,0,2,20,3,1,60,1,2,60000,30,2,1,0,0,0,0,0,1,0,1,0,0,0,0,5
321,2,4,40,1,3,1,2,0,8,2,1,0,0,1,0,0,0,0,2,20.02,3,1,45.21,1,5,2000,40,2,4,0,0,1,0,0,0,0,0,0,0,1,0,4
322,2,4,38,2,1,1,4,0,1,2,2,0,1,0,0,0,0,0,1,17.75,2,1,32,1,5,2000,20,4,3,0,1,0,0,0,0,0,0,0,1,0,0,2
323,2,3,45,2,3,3,5,1,8,2,1,0,0,1,0,0,0,0,2,14.5,2,1,21,1,6,9000,60,2,3,0,0,1,0,0,0,0,0,0,1,0,0,8
324,2,3,29,2,1,2,4,3,1,2,1,0,0,0,0,1,0,0,2,14.5,2,1,24,1,3,1500,40,5,1,0,0,0,0,1,0,0,1,0,0,0,0,1
326,2,1,61,2,1,1,5,20,6,1,2,0,0,1,0,0,0,0,2,16.5,2,2,60,1,2,23000,40,9,1,0,0,1,0,0,0,0,1,0,0,0,0,8
327,2,1,19,1,1,4,3,1,1,2,2,1,0,0,0,0,0,0,2,16.5,2,1,40,1,1,2000,90,8,1,1,0,0,0,0,0,0,1,0,0,0,0,3
328,2,1,33,1,1,2,2,2,1,2,1,0,1,0,0,0,0,0,1,16.25,2,1,60,1,1,5866,50,1,1,0,1,0,0,0,0,0,1,0,0,0,0,5
329,2,1,46,1,1,2,9,2,3,2,15,0,1,0,0,0,0,0,1,16.25,2,2,48.05,1,1,7850,30,1,1,0,1,0,0,0,0,0,1,0,0,0,0,6
330,2,1,23,2,1,3,99,0,1,2,2,0,1,0,0,0,0,0,2,16.5,2,1,45,1,6,10000,60,8,1,0,1,0,0,0,0,0,1,0,0,0,0,4
332,2,2,42,1,1,1,3,10,1,2,1,0,0,1,0,0,0,0,2,17,2,1,36.22,1,1,10000,60,2,5,0,0,1,0,0,0,0,0,0,0,0,1,2
333,2,1,52,2,1,1,5,2,3,2,1,0,0,1,0,0,0,0,2,16.92,2,1,20,1,5,2000,60,9,5,0,0,1,0,0,0,0,0,0,0,0,1,3
334,2,1,35,2,1,1,5,2,1,2,2,0,0,1,0,0,0,0,2,19,3,1,20,1,5,5866,90,8,5,0,0,1,0,0,0,0,0,0,0,0,1,2
335,2,4,24,2,2,1,5,4,8,2,1,0,0,1,0,0,0,0,1,19.75,3,3,55.25,1,5,3000,30,2,5,0,0,1,0,0,0,0,0,0,0,0,1,8
336,2,2,34,2,1,1,5,2,8,2,2,0,0,1,0,0,0,0,2,17.83,2,1,30,1,1,20314,40,10,3,0,0,1,0,0,0,0,0,0,1,0,0,3
337,2,4,27,1,3,2,3,0,8,2,20,0,0,1,0,0,0,0,2,19,3,1,45.21,1,2,10000,30,12,3,0,0,1,0,0,0,0,0,0,1,0,0,2
338,2,4,55,2,3,1,3,2,8,2,2,0,0,1,0,0,0,0,2,20.08,3,1,40,1,5,2000,30,9,3,0,0,1,0,0,0,0,0,0,1,0,0,2
339,2,2,45,2,1,1,21,0,3,2,3,0,0,1,0,0,0,0,2,20,3,1,50,2,6,20000,150,9,2,0,0,1,0,0,0,0,0,1,0,0,0,1
340,2,1,59,2,1,1,3,4,3,2,1,0,1,0,0,0,0,0,1,19.75,3,1,48.05,1,5,2000,40,9,4,0,1,0,0,0,0,0,0,0,0,1,0,4
341,2,4,22,1,1,1,5,0,1,2,0,0,1,0,0,0,0,0,2,19.25,3,1,33,1,8,5866,40,8,4,0,1,0,0,0,0,0,0,0,0,1,0,3
342,2,2,43,1,3,2,7,0,8,2,10,0,0,1,0,0,0,0,2,20,3,1,18,2,8,50000,120,12,5,0,0,1,0,0,0,0,0,0,0,0,1,8
343,2,4,39,2,2,2,1,1,8,2,0,0,1,0,0,0,0,0,1,19.75,3,1,55.25,1,2,20314,50,2,4,0,1,0,0,0,0,0,0,0,0,1,0,2
344,2,2,21,2,4,1,4,1,8,2,0,0,0,0,0,0,1,0,2,20,3,1,50,1,2,20314,40,11,4,0,0,0,0,0,1,0,0,0,0,1,0,1
345,2,4,20,2,3,1,3,2,8,2,0,0,0,1,0,0,0,0,2,20,3,1,40,2,5,20314,20,8,4,0,0,1,0,0,0,0,0,0,0,1,0,1
346,2,4,22,2,3,1,3,2,8,2,0,1,0,0,0,0,0,0,2,20,3,1,40,2,5,20314,20,8,4,1,0,0,0,0,0,0,0,0,0,1,0,1
347,2,4,23,1,1,1,365,1,1,2,1,0,0,1,0,0,0,0,2,15,2,1,45,2,3,5866,10,8,5,0,0,1,0,0,0,0,0,0,0,0,1,1
348,2,4,21,2,1,1,4,1,3,2,0,0,0,1,0,0,0,0,2,16.25,2,1,45,1,5,7850,40,8,5,0,0,1,0,0,0,0,0,0,0,0,1,1
349,2,4,26,2,2,1,6,4,8,2,0,0,1,0,0,0,0,0,1,19.75,3,1,55.25,1,8,20314,180,2,4,0,1,0,0,0,0,0,0,0,0,1,0,1
350,2,4,25,2,2,3,3,0,8,2,0,0,1,0,0,0,0,0,1,19.75,3,1,55.25,1,8,20314,180,2,5,0,1,0,0,0,0,0,0,0,0,0,1,1
351,2,1,62,1,1,1,4,1,1,2,2,0,0,1,0,0,0,0,2,15,2,1,30,1,1,5866,30,11,4,0,0,1,0,0,0,0,0,0,0,1,0,4
352,2,1,68,2,1,1,4,13,3,1,0,1,0,0,0,0,0,0,1,16.25,2,1,48.05,1,1,7850,120,9,5,1,0,0,0,0,0,0,0,0,0,0,1,2
353,2,1,62,2,1,1,44,2,3,2,0,0,1,0,0,0,0,0,1,16.25,2,1,48.05,1,5,7850,64,7,4,0,1,0,0,0,0,0,0,0,0,1,0,2
354,2,1,60,2,1,1,4,2,3,2,0,0,0,1,0,0,0,0,2,15,2,1,60,1,6,6000,40,9,4,0,0,1,0,0,0,0,0,0,0,1,0,1
355,2,1,65,1,1,1,4,2,3,2,0,0,0,1,0,0,0,0,2,15,2,1,60,1,6,6000,40,10,4,0,0,1,0,0,0,0,0,0,0,1,0,2
356,2,1,70,1,1,1,4,10,6,1,0,0,0,1,0,0,0,0,1,16.25,2,1,48.05,1,1,23000,120,10,4,0,0,1,0,0,0,0,0,0,0,1,0,1
357,2,4,67,2,1,1,4,2,1,2,2,0,0,1,0,0,0,0,1,12.5,2,1,55.25,1,5,5866,15,9,5,0,0,1,0,0,0,0,0,0,0,0,1,2
358,2,4,67,1,1,4,30,0,1,2,3,0,0,1,0,0,0,0,2,12.67,2,1,40,1,6,2000,60,10,2,0,0,1,0,0,0,0,0,1,0,0,0,3
359,2,2,70,1,1,1,4,6,4,2,1,0,0,0,0,0,1,0,1,15.5,2,1,52.93,1,2,11500,120,12,5,0,0,0,0,0,1,0,0,0,0,0,1,2
360,2,1,50,1,1,2,2,1,1,2,5,0,1,0,0,0,0,0,2,12,2,1,33.48,1,5,1500,40,2,5,0,1,0,0,0,0,0,0,0,0,0,1,4
361,2,1,51,1,1,2,1,0,3,2,30,0,0,1,0,0,0,0,2,9,1,1,65,2,2,7000,20,2,1,0,0,1,0,0,0,0,1,0,0,0,0,6
362,2,4,56,2,1,1,5,2,3,2,0,1,0,0,0,0,0,0,2,12.25,2,1,32.5,1,6,8000,50,9,4,1,0,0,0,0,0,0,0,0,0,1,0,3
363,2,4,58,2,1,1,5,1,3,2,0,0,0,1,0,0,0,0,2,14.5,2,1,45.21,2,6,7850,64,9,5,0,0,1,0,0,0,0,0,0,0,0,1,4
364,2,4,55,2,1,1,5,2,3,2,0,0,0,0,0,0,0,1,2,12.5,2,1,32.5,2,1,7850,20,9,5,0,0,0,0,0,0,1,0,0,0,0,1,4
365,2,4,55,1,1,1,3,2,1,2,0,0,0,1,0,0,0,0,2,16.25,2,1,50,1,2,15000,30,3,4,0,0,1,0,0,0,0,0,0,0,1,0,4
366,2,4,51,1,1,2,7,1,1,2,4,0,1,0,0,0,0,0,1,17.33,2,1,40,1,6,6000,40,2,4,0,1,0,0,0,0,0,0,0,0,1,0,5
367,2,3,53,2,1,1,4,4,5,2,1,0,0,0,0,0,1,0,3,11.17,1,3,60,3,8,40000,305,9,4,0,0,0,0,0,1,0,0,0,0,1,0,1
368,2,2,53,1,1,2,5,2,3,2,2,0,0,1,0,0,0,0,2,16.67,1,1,40,1,6,6000,40,2,4,0,0,1,0,0,0,0,0,0,0,1,0,2
369,2,2,59,1,1,1,3,5,3,2,0,0,0,1,0,0,0,0,2,12.5,2,1,50,1,5,70,10,2,4,0,0,1,0,0,0,0,0,0,0,1,0,3
370,2,1,60,2,1,1,7,1,1,2,2,0,0,1,1,0,0,0,2,16.67,1,1,100,1,6,6000,30,10,1,0,0,1,1,0,0,0,1,0,0,0,0,5
371,2,4,61,2,1,1,3,0,3,2,3,1,0,0,0,0,0,0,2,12.67,2,1,40,1,6,10000,64,9,4,1,0,0,0,0,0,0,0,0,0,1,0,2
372,2,2,62,2,1,1,4,6,4,2,1,0,1,0,0,0,0,0,1,15.5,2,1,52.93,2,2,10000,20,11,5,0,1,0,0,0,0,0,0,0,0,0,1,4
373,2,4,62,2,1,1,4,6,1,1,2,0,1,0,0,0,0,0,1,12.5,2,1,55.25,1,5,5866,20,9,4,0,1,0,0,0,0,0,0,0,0,1,0,2
374,2,4,66,1,3,1,4,1,8,2,1,0,0,1,0,0,0,0,2,16.25,2,1,77,2,5,1300,20,3,1,0,0,1,0,0,0,0,1,0,0,0,0,2
375,2,1,66,2,1,1,4,13,3,1,1,1,0,0,0,0,0,0,1,16.25,2,1,48.05,1,11,7850,120,9,4,1,0,0,0,0,0,0,0,0,0,1,0,2
376,2,1,60,1,1,2,4,2,1,2,1,0,0,1,0,0,0,0,2,12.08,2,1,40,1,3,7000,60,3,1,0,0,1,0,0,0,0,1,0,0,0,0,8
377,2,3,43,2,1,1,3,7,2,1,0,0,0,0,0,0,0,1,3,10.5,1,1,45.54,2,5,4850,41,12,4,0,0,0,0,0,0,1,0,0,0,1,0,1
378,2,1,46,2,1,1,4,3,1,2,2,0,0,1,0,0,0,0,2,16.25,2,1,33.48,1,9,5866,90,9,4,0,0,1,0,0,0,0,0,0,0,1,0,2
379,2,4,43,1,1,1,3,2,1,2,0,0,0,1,0,0,0,0,2,16.25,2,1,40,2,2,5866,15,2,1,0,0,1,0,0,0,0,1,0,0,0,0,4
380,2,4,45,2,1,2,2,2,1,2,0,0,0,0,0,1,0,0,2,16.25,2,1,38,2,2,3500,10,9,1,0,0,0,0,1,0,0,1,0,0,0,0,4
381,2,4,44,1,1,1,3,2,1,2,0,0,0,1,0,0,0,0,2,16.25,2,1,40,2,5,1500,10,1,1,0,0,1,0,0,0,0,1,0,0,0,0,5
382,2,3,49,2,1,1,4,4,3,2,0,0,0,0,0,1,0,0,3,11.17,1,3,60,2,2,2200,64,9,4,0,0,0,0,1,0,0,0,0,0,1,0,1
383,2,2,43,1,3,2,365,0,8,2,2,0,0,1,0,0,0,0,2,15,2,1,40,1,10,20314,40,2,4,0,0,1,0,0,0,0,0,0,0,1,0,2
384,2,2,43,1,2,3,365,0,8,2,10,0,0,1,0,0,0,0,2,17.83,2,1,33,1,5,20314,50,5,5,0,0,1,0,0,0,0,0,0,0,0,1,4
385,2,4,41,1,1,2,7,1,8,2,5,0,1,0,0,0,0,0,1,17,2,1,33,1,6,6000,180,2,2,0,1,0,0,0,0,0,0,1,0,0,0,4
386,2,1,46,1,1,1,4,10,6,1,0,0,1,0,0,0,0,0,1,16.25,2,1,48.05,1,1,23000,120,2,4,0,1,0,0,0,0,0,0,0,0,1,0,3
387,2,1,53,1,1,1,7,5,1,2,0,0,1,0,0,0,0,0,2,16.67,2,1,40,1,1,5866,40,2,5,0,1,0,0,0,0,0,0,0,0,0,1,4
388,2,1,53,2,1,1,4,2,3,1,1,0,1,0,0,0,0,0,1,9.5,1,1,35,1,2,10000,64,7,1,0,1,0,0,0,0,0,1,0,0,0,0,4
389,2,1,57,1,1,2,2,3,1,2,4,0,1,0,0,0,0,0,1,16.25,2,2,48.05,1,1,5866,60,1,5,0,1,0,0,0,0,0,0,0,0,0,1,5
390,2,4,59,1,1,1,3,0,3,2,3,0,1,0,0,0,0,0,2,12.67,2,2,5,1,5,3000,120,11,4,0,1,0,0,0,0,0,0,0,0,1,0,2
391,2,1,56,1,1,4,6,1,1,2,2,0,0,1,0,0,0,0,2,16.5,2,1,33.48,1,5,1150,30,10,1,0,0,1,0,0,0,0,1,0,0,0,0,2
392,2,4,32,1,1,1,3,1,1,2,2,0,0,1,0,0,0,0,2,16.5,2,1,30,1,2,7000,20,3,4,0,0,1,0,0,0,0,0,0,0,1,0,2
393,2,1,33,1,2,2,7,1,3,2,15,0,1,0,0,0,0,0,1,16.25,2,1,48.05,2,2,6000,20,1,1,0,1,0,0,0,0,0,1,0,0,0,0,5
394,2,3,38,2,1,1,3,4,7,1,0,1,0,0,0,0,0,0,3,11,1,1,50,1,4,15700,90,5,4,1,0,0,0,0,0,0,0,0,0,1,0,2
395,2,3,37,2,1,1,3,4,7,1,1,1,0,0,0,0,0,0,3,11,1,1,50,1,6,15700,90,7,5,1,0,0,0,0,0,0,0,0,0,0,1,2
396,2,3,30,2,1,1,3,2,2,1,3,0,0,0,0,0,1,0,3,11,1,1,64,2,3,4850,5,4,4,0,0,0,0,0,1,0,0,0,0,1,0,3
397,2,4,33,2,1,1,10,0,1,2,1,0,0,1,0,0,0,0,4,15,2,1,89,1,5,1150,50,2,4,0,0,1,0,0,0,0,0,0,0,1,0,1
398,2,4,31,1,1,1,8,1,1,2,2,1,0,0,0,0,0,0,1,12.5,2,1,120,1,1,12000,25,2,4,1,0,0,0,0,0,0,0,0,0,1,0,2
400,2,4,48,2,1,1,4,2,3,2,3,0,0,1,0,0,0,0,2,16.25,2,1,45.21,1,5,2000,25,9,4,0,0,1,0,0,0,0,0,0,0,1,0,2
401,2,4,46,2,1,2,1,2,3,2,2,0,0,1,0,0,0,0,2,12.67,2,1,40,1,1,7850,60,3,1,0,0,1,0,0,0,0,1,0,0,0,0,3
402,2,1,43,2,1,1,4,3,3,2,2,0,0,1,0,0,0,0,2,16.92,2,1,40,1,1,7850,90,11,1,0,0,1,0,0,0,0,1,0,0,0,0,3
403,2,3,40,2,1,1,3,7,2,1,1,0,1,0,0,0,0,0,3,11,1,1,45.54,2,1,4850,30,2,5,0,1,0,0,0,0,0,0,0,0,0,1,2
404,2,3,46,2,1,1,3,7,2,1,0,0,0,0,0,0,0,1,3,11,1,1,45.54,2,1,4850,30,2,2,0,0,0,0,0,0,1,0,1,0,0,0,2
405,2,2,42,2,1,1,4,3,3,1,1,0,0,0,0,0,1,0,1,8.83,1,1,52.93,1,1,7850,64,9,2,0,0,0,0,0,1,0,0,1,0,0,0,3
406,2,1,42,2,1,1,4,7,1,1,0,1,0,0,0,0,0,0,1,9.5,1,1,48.05,1,1,5866,20,9,2,1,0,0,0,0,0,0,0,1,0,0,0,6
407,2,1,43,2,1,4,7,2,1,2,3,0,1,0,0,0,0,0,2,16.67,1,1,40,1,6,10000,60,9,4,0,1,0,0,0,0,0,0,0,0,1,0,3
408,2,4,43,2,1,2,3,4,3,2,5,0,0,1,0,0,0,0,2,15,2,2,45.21,1,5,1100,20,1,5,0,0,1,0,0,0,0,0,0,0,0,1,4
409,2,3,25,2,1,1,3,3,3,2,0,0,0,0,0,0,1,0,3,11,1,1,40,1,6,4000,40,2,4,0,0,0,0,0,1,0,0,0,0,1,0,4
410,2,4,28,2,1,1,8,1,1,2,1,0,0,0,0,0,1,0,1,12.5,2,1,120,1,1,20000,40,2,1,0,0,0,0,0,1,0,1,0,0,0,0,5
411,2,4,26,1,1,3,140,0,1,2,1,0,1,0,0,0,0,0,1,9.67,1,1,52,1,1,5866,45,8,1,0,1,0,0,0,0,0,1,0,0,0,0,3
412,2,4,20,1,1,2,90,2,3,2,3,0,0,0,1,0,0,0,1,12.5,2,1,44,2,4,15000,60,12,5,0,0,0,1,0,0,0,0,0,0,0,1,8
413,2,3,31,1,1,1,3,4,1,2,3,0,0,0,0,0,1,0,3,11,1,1,39,1,5,1550,60,2,1,0,0,0,0,0,1,0,1,0,0,0,0,3
414,2,3,33,2,1,1,3,4,1,2,2,0,0,0,0,0,1,0,3,11,1,1,40,1,5,1550,60,2,2,0,0,0,0,0,1,0,0,1,0,0,0,3
415,2,3,33,1,1,1,3,4,8,2,2,0,1,0,0,0,0,0,3,11,1,1,39,1,3,1100,50,2,4,0,1,0,0,0,0,0,0,0,0,1,0,2
416,2,3,39,2,1,1,3,7,2,1,0,0,0,0,0,1,0,0,3,11,1,1,45.54,2,1,4850,20,5,4,0,0,0,0,1,0,0,0,0,0,1,0,1
417,2,4,30,2,3,1,3,2,3,2,0,0,0,1,0,0,0,0,2,12.67,2,1,40,1,1,7850,30,2,5,0,0,1,0,0,0,0,0,0,0,0,1,2
418,2,4,38,1,1,2,3,1,1,2,3,0,0,1,0,0,0,0,2,15,2,1,45.21,1,5,5866,40,2,5,0,0,1,0,0,0,0,0,0,0,0,1,2
419,2,2,35,2,1,1,4,6,4,1,1,0,0,0,0,0,1,0,1,15.5,2,1,52.93,2,2,10000,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,2
420,2,4,37,2,3,4,99,0,8,2,2,0,0,1,0,0,0,0,2,15,2,1,42,1,1,20314,40,9,4,0,0,1,0,0,0,0,0,0,0,1,0,3
421,2,4,30,2,1,4,14,0,1,2,3,1,0,0,0,0,0,0,2,14.5,2,2,42,1,1,5866,70,2,1,1,0,0,0,0,0,0,1,0,0,0,0,3
422,2,4,32,2,2,2,5,1,1,2,8,0,1,0,0,0,0,0,1,8.67,1,2,55.25,1,6,4000,20,1,1,0,1,0,0,0,0,0,1,0,0,0,0,6
423,2,2,35,1,1,4,6,0,4,1,1,1,0,0,0,0,0,0,1,15.5,2,1,52.93,2,2,10000,20,12,5,1,0,0,0,0,0,0,0,0,0,0,1,2
424,2,1,35,2,1,1,4,1,1,2,2,0,0,1,0,0,0,0,2,15,2,1,30,1,1,5866,30,4,4,0,0,1,0,0,0,0,0,0,0,1,0,4
425,2,1,34,1,3,2,3,2,1,2,3,1,0,0,0,0,0,0,2,16.92,2,1,33.48,1,2,15000,30,5,5,1,0,0,0,0,0,0,0,0,0,0,1,4
426,2,1,39,1,3,2,3,2,1,2,6,0,0,1,1,0,0,0,2,16.92,2,1,33.48,1,1,5866,60,5,1,0,0,1,1,0,0,0,1,0,0,0,0,5
427,2,4,50,1,2,1,4,3,8,2,7,0,0,1,0,0,0,0,1,19,3,1,20,1,6,7000,50,1,1,0,0,1,0,0,0,0,1,0,0,0,0,6
428,2,4,23,2,2,1,4,3,8,2,2,0,0,1,0,0,0,0,1,19,3,1,20,1,6,7000,50,8,1,0,0,1,0,0,0,0,1,0,0,0,0,6
429,2,2,40,1,1,2,7,2,3,2,10,0,0,1,0,0,0,0,2,15.5,2,1,36.22,1,1,7850,60,2,2,0,0,1,0,0,0,0,0,1,0,0,0,2
430,2,2,42,1,1,2,7,2,3,2,10,0,0,1,0,0,0,0,2,15.5,2,2,36.22,1,1,7850,60,2,2,0,0,1,0,0,0,0,0,1,0,0,0,2
431,2,1,56,2,1,1,3,14,1,1,1,0,1,0,0,0,0,0,1,16.25,2,1,44,1,1,5866,30,6,5,0,1,0,0,0,0,0,0,0,0,0,1,3
432,2,1,29,1,1,1,4,14,1,1,0,0,0,0,0,0,0,1,1,16,2,1,48.05,2,2,4500,15,2,5,0,0,0,0,0,0,1,0,0,0,0,1,3
433,2,1,64,2,1,1,4,14,1,1,1,0,0,0,0,1,0,0,1,16.25,2,1,44,1,5,1300,40,7,1,0,0,0,0,1,0,0,1,0,0,0,0,4
434,2,1,67,2,1,1,4,14,1,1,2,0,0,1,0,0,0,0,1,16.25,2,1,45,1,1,5866,30,9,5,0,0,1,0,0,0,0,0,0,0,0,1,3
436,2,1,28,1,1,1,4,20,8,1,1,0,0,0,0,0,1,0,1,16.25,2,3,37,1,3,7000,40,6,4,0,0,0,0,0,1,0,0,0,0,1,0,2
437,2,4,22,2,1,1,8,0,3,2,0,1,0,0,0,0,0,0,3,13.33,2,1,30,1,1,7850,40,8,4,1,0,0,0,0,0,0,0,0,0,1,0,6
438,2,1,25,2,1,3,99,0,3,2,1,0,1,0,0,0,0,0,1,16.25,2,1,37,1,1,7850,90,8,1,0,1,0,0,0,0,0,1,0,0,0,0,3
439,2,1,21,1,2,4,99,2,8,2,4,0,0,1,0,0,0,0,1,16.5,2,1,52,1,2,20000,40,8,5,0,0,1,0,0,0,0,0,0,0,0,1,8
440,2,1,22,2,1,4,8,4,1,2,3,1,0,0,0,0,0,0,1,12.5,2,1,30,1,5,3000,10,8,4,1,0,0,0,0,0,0,0,0,0,1,0,6
441,2,4,27,1,1,1,3,2,3,2,0,0,1,0,0,0,0,0,2,12.67,2,1,40,1,1,7850,30,6,4,0,1,0,0,0,0,0,0,0,0,1,0,2
442,2,3,26,2,1,2,6,3,6,2,2,1,0,0,0,0,0,0,3,11,1,1,50,1,6,23000,180,12,5,1,0,0,0,0,0,0,0,0,0,0,1,2
443,2,1,26,2,3,3,7,0,1,2,0,0,0,1,0,0,0,0,2,9,1,1,60,1,3,1150,40,8,1,0,0,1,0,0,0,0,1,0,0,0,0,5
444,2,1,21,2,1,1,4,20,5,1,1,0,0,1,0,0,0,0,2,16.5,2,1,60,1,5,2000,50,8,1,0,0,1,0,0,0,0,1,0,0,0,0,3
445,2,1,21,2,1,1,5,0,5,2,0,0,1,0,0,0,0,0,1,12.5,2,1,48.05,1,3,1150,305,8,3,0,1,0,0,0,0,0,0,0,1,0,0,4
446,2,4,24,2,1,1,10,0,3,2,0,0,1,0,0,0,0,0,1,9.42,1,1,55.25,1,6,6000,60,8,5,0,1,0,0,0,0,0,0,0,0,0,1,3
447,2,1,28,2,2,2,4,1,1,2,6,0,1,0,0,0,0,0,1,16.25,2,2,50,2,3,1200,20,1,5,0,1,0,0,0,0,0,0,0,0,0,1,4
448,2,1,28,1,1,3,180,0,1,2,0,0,1,0,0,0,0,0,1,16.25,2,1,48.05,1,5,5866,40,8,4,0,1,0,0,0,0,0,0,0,0,1,0,3
449,2,1,28,2,2,4,365,2,8,2,2,0,1,0,0,0,0,0,1,16.5,2,1,52,1,2,20000,40,3,4,0,1,0,0,0,0,0,0,0,0,1,0,2
451,2,1,28,1,2,1,4,5,3,1,1,0,0,0,0,1,0,0,1,9.5,2,1,35,1,2,10000,20,12,1,0,0,0,0,1,0,0,1,0,0,0,0,6
452,2,1,25,1,1,1,5,2,3,2,0,0,1,0,0,0,0,0,2,16.92,2,1,35,1,6,6000,30,8,4,0,1,0,0,0,0,0,0,0,0,1,0,1
453,2,3,25,2,1,1,3,3,1,2,0,0,0,0,0,0,1,0,3,11,1,1,40,1,5,1350,60,2,4,0,0,0,0,0,1,0,0,0,0,1,0,5
454,2,4,29,2,2,1,3,3,8,2,0,0,1,0,0,0,0,0,1,19.75,3,1,55.25,2,8,20314,180,2,5,0,1,0,0,0,0,0,0,0,0,0,1,1
455,2,4,29,2,2,2,3,3,8,2,0,0,1,0,0,0,0,0,1,19.75,3,1,55.25,2,8,20314,180,2,4,0,1,0,0,0,0,0,0,0,0,1,0,1
456,2,1,37,1,2,1,3,1,8,2,1,0,1,0,0,0,0,0,2,16.92,2,1,42,1,5,20314,60,8,4,0,1,0,0,0,0,0,0,0,0,1,0,1
457,2,4,35,2,2,1,4,2,8,2,0,0,1,0,0,0,0,0,1,19.75,3,1,55.25,2,2,20314,10,2,4,0,1,0,0,0,0,0,0,0,0,1,0,3
458,2,4,38,1,1,1,5,1,1,2,0,0,0,1,0,0,0,0,2,15,2,1,40,1,5,5866,30,2,5,0,0,1,0,0,0,0,0,0,0,0,1,2
459,2,4,35,1,3,2,2,1,8,2,0,0,0,1,0,0,0,0,2,19,3,1,40,1,2,20314,120,2,4,0,0,1,0,0,0,0,0,0,0,1,0,2
460,2,4,42,1,3,2,1,1,8,2,0,0,0,1,0,0,0,0,2,20,3,1,40,1,2,20314,50,2,4,0,0,1,0,0,0,0,0,0,0,1,0,3
461,2,4,40,1,3,2,7,1,8,2,1,0,0,1,0,0,0,0,2,19.25,3,1,50,1,2,20314,50,2,4,0,0,1,0,0,0,0,0,0,0,1,0,8
462,2,2,47,1,3,2,3,1,8,2,0,0,0,1,0,0,0,0,2,20,3,1,36.22,1,2,20314,40,2,3,0,0,1,0,0,0,0,0,0,1,0,0,7
463,2,2,40,1,3,1,2,1,8,2,0,0,0,1,0,0,0,0,2,20,3,1,36.22,1,6,20314,60,2,4,0,0,1,0,0,0,0,0,0,0,1,0,3
464,2,2,40,2,3,1,3,1,8,2,3,0,0,0,1,0,0,0,2,20.02,3,1,36.22,1,5,20314,40,2,4,0,0,0,1,0,0,0,0,0,0,1,0,8
465,2,1,47,1,3,1,5,1,8,2,0,0,0,1,0,0,0,0,2,16.92,2,1,33.48,2,8,20314,180,11,4,0,0,1,0,0,0,0,0,0,0,1,0,1
466,2,4,51,2,3,2,365,2,1,2,6,0,0,1,0,0,0,0,2,15,2,1,40,1,5,5866,15,1,5,0,0,1,0,0,0,0,0,0,0,0,1,4
467,2,4,52,1,1,1,365,1,8,1,5,0,0,1,0,0,0,0,2,16.67,2,1,45,1,1,20314,15,1,5,0,0,1,0,0,0,0,0,0,0,0,1,5
